event_time,gen,vendor,role,device_name,syslog,card,unit_name,alarm_group,keyword,service_effect,after_action,action_result
2024-02-01 04:25:29,LTE,Nokia,Clock,Device-24,NodeDown,제어부,IOM,SW,Heartbeat failure,없음,"2024-02-01 13:25:29 - 조치: 인증 실패로 보안 설정 점검
2024-02-01 15:25:29 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-02-01 13:25:29 - 조치 완료",유니트교체복구
2024-02-01 17:33:18,LTE,Huawei,IBR,Device-06,NodeDown,광모듈,Power,HW,Power supply fault,Ring Open,"2024-02-02 02:33:18 - 조치: 인증 실패로 보안 설정 점검
2024-02-02 12:33:18 - 조치: Link down 발생, 교체 작업 수행
2024-02-02 02:33:18 - 조치 완료",자동복구
2024-02-02 06:41:07,LTE,Ciena,IVC,Device-06,Device-06: Feb 02 06:41:07.000 shelf_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 5/5. Reason: EPC heartbeat failure,일체형,CSM,HW,Power supply fault,없음,"2024-02-02 15:41:07 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-02-02 18:41:07 - 조치: 인증 실패로 보안 설정 점검
2024-02-03 00:41:07 - 조치 완료",유니트교체복구
2024-02-02 19:48:56,LTE,Ciena,IBRR,Device-15,Device-15 5/7/3 CRC Error,광모듈,CSM,SW,Authentication failure,Ring Open,"2024-02-03 02:48:56 - 조치: 모듈 고장으로 원격 리셋 수행
2024-02-03 11:48:56 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-02-03 12:48:56 - 조치: 온도 경고로 팬 모듈 교체
2024-02-03 03:48:56 - 조치 완료",원격조치복구
2024-02-03 08:56:45,5G,Huawei,IVR,Device-19,9642 Feb 03 08:56:45.000 KST MINOR: PORT #1346 Base Port 3/4 Excess internal MAC TX errors detected Set,Power,SFP,HW,Temperature alarm,없음,"2024-02-03 17:56:45 - 조치: 온도 경고로 팬 모듈 교체
2024-02-03 18:56:45 - 조치: 모듈 고장으로 원격 리셋 수행
2024-02-04 11:56:45 - 조치 완료",양호
2024-02-03 22:04:34,LTE,Huawei,IBR,Device-05,NodeDown,Power,SC,SW,Authentication failure,Ring Open,"2024-02-04 02:04:34 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-02-04 03:04:34 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-02-04 14:04:34 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-02-04 06:04:34 - 조치 완료",원격조치복구
2024-02-04 11:12:23,5G,Huawei,IBC,Device-19,Device-19 %%55757 Feb 04 11:12:23.000 KST MINOR: PORT #1969 Base Port 3/6 SFF DDM (txOutputPower-low-warning) raised,광모듈,FAN,HW,Power supply fault,있음,"2024-02-04 19:12:23 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-02-05 05:12:23 - 조치: CRC 발생으로 모니터링 강화
2024-02-05 11:12:23 - 조치: Heartbeat 실패로 재부팅 실시
2024-02-05 04:12:23 - 조치 완료",원격조치복구
2024-02-05 00:20:12,LTE,Huawei,IBRR,Device-04,21.14.186.240 7922: LC/1/2/CPU0: Feb 05 00:20:12.000 card_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-7 :DECLARE :CPU2: Optics4/1/1,광모듈,LC,SW,Module failure,Ring Open,"2024-02-05 01:20:12 - 조치: Heartbeat 실패로 재부팅 실시
2024-02-05 08:20:12 - 조치: CRC 발생으로 모니터링 강화
2024-02-05 16:20:12 - 조치 완료",유니트교체복구
2024-02-05 13:28:00,LTE,Nokia,L3SW,Device-10,Device-10: Feb 05 13:28:00.000 card_mgr: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 1/4 reporting a machine check error condition. Card will be auto reset to recover from this failure.,광모듈,FAN,HW,Module failure,없음,"2024-02-06 00:28:00 - 조치: CRC 발생으로 모니터링 강화
2024-02-06 06:28:00 - 조치: 모듈 고장으로 원격 리셋 수행
2024-02-06 08:28:00 - 조치: Heartbeat 실패로 재부팅 실시
2024-02-06 05:28:00 - 조치 완료",자동복구
2024-02-06 02:35:49,5G,Cisco,L3SW,Device-11,204.172.200.208 2144: LC/2/2/CPU1: Feb 06 02:35:49.000 optics_driver: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-2 :DECLARE :CPU0: Optics5/5/4,Power,LC,SW,Authentication failure,Ring Open,"2024-02-06 09:35:49 - 조치: 모듈 고장으로 원격 리셋 수행
2024-02-06 19:35:49 - 조치: 모듈 고장으로 원격 리셋 수행
2024-02-06 22:35:49 - 조치 완료",원격조치복구
2024-02-06 15:43:38,5G,Nokia,Clock,Device-19,NodeDown,공통부,Power,HW,System reboot,Ring Open,"2024-02-07 02:43:38 - 조치: CRC 발생으로 모니터링 강화
2024-02-07 03:43:38 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-02-07 03:43:38 - 조치 완료",양호
2024-02-07 04:51:27,5G,Nokia,ROTN,Device-28,Device-28 %%28093 Feb 07 04:51:27.000 KST MINOR: PORT #5679 Base Port 4/2 SFF DDM (txOutputPower-low-warning) raised,Power,SC,HW,Link Down,없음,"2024-02-07 11:51:27 - 조치: Link down 발생, 교체 작업 수행
2024-02-07 18:51:27 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-02-07 13:51:27 - 조치 완료",양호
2024-02-07 17:59:16,5G,Nokia,IBC,Device-16,203.179.197.193 7310: LC/0/0/CPU1: Feb 07 17:59:16.000 optics_driver: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-3 :DECLARE :CPU1: Optics0/1/2,공통부,SFP,SW,Module failure,있음,"2024-02-07 21:59:16 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-02-08 06:59:16 - 조치: Link down 발생, 교체 작업 수행
2024-02-08 16:59:16 - 조치: Power supply 이상으로 전원 모듈 교체
2024-02-08 14:59:16 - 조치 완료",양호
2024-02-08 07:07:05,LTE,Huawei,IBC,Device-08,Device-08: Feb 08 07:07:05.000 emon_proxy: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 4/6. Reason: Power failure detected,I/O,CSM,SW,CRC,있음,"2024-02-08 12:07:05 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-02-08 13:07:05 - 조치: Power supply 이상으로 전원 모듈 교체
2024-02-08 16:07:05 - 조치 완료",자동복구
2024-02-08 20:14:54,5G,Huawei,L3SW,Device-13,Device-13: Feb 08 20:14:54.000 card_mgr: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 4/3 reporting a machine check error condition. Card will be auto reset to recover from this failure.,광모듈,CSM,HW,Heartbeat failure,Ring Open,"2024-02-08 22:14:54 - 조치: Power supply 이상으로 전원 모듈 교체
2024-02-09 06:14:54 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-02-09 04:14:54 - 조치 완료",양호
2024-02-09 09:22:43,LTE,Nokia,IVRR,Device-06,232.164.220.39 7434: LC/3/1/CPU3: Feb 09 09:22:43.000 emon_proxy: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-0 :DECLARE :CPU1: Optics6/7/7,공통부,IOM,HW,Packet loss,없음,"2024-02-09 12:22:43 - 조치: CRC 발생으로 모니터링 강화
2024-02-09 23:22:43 - 조치: 모듈 고장으로 원격 리셋 수행
2024-02-10 04:22:43 - 조치 완료",원격조치복구
2024-02-09 22:30:32,LTE,Ciena,IVC,Device-25,NodeDown,Power,IOM,SW,Temperature alarm,Ring Open,"2024-02-10 05:30:32 - 조치: Power supply 이상으로 전원 모듈 교체
2024-02-10 12:30:32 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-02-10 20:30:32 - 조치 완료",유니트교체복구
2024-02-10 11:38:21,5G,Huawei,IBR,Device-13,Network element does not respond to SNMP requests,I/O,LC,HW,Link Down,없음,"2024-02-10 20:38:21 - 조치: CRC 발생으로 모니터링 강화
2024-02-10 23:38:21 - 조치: Link down 발생, 교체 작업 수행
2024-02-10 18:38:21 - 조치 완료",원격조치복구
2024-02-11 00:46:10,5G,Nokia,IBRR,Device-08,243.70.146.218 7828: LC/2/0/CPU0: Feb 11 00:46:10.000 card_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-0 :DECLARE :CPU0: Optics4/6/6,공통부,FAN,HW,Network congestion,있음,"2024-02-11 09:46:10 - 조치: CRC 발생으로 모니터링 강화
2024-02-11 13:46:10 - 조치: Power supply 이상으로 전원 모듈 교체
2024-02-11 12:46:10 - 조치 완료",양호
2024-02-11 13:53:59,5G,Ciena,IBC,Device-01,Device-01 %%34474 Feb 11 13:53:59.000 KST MINOR: PORT #8746 Base Port 5/8 SFF DDM (txOutputPower-low-warning) raised,일체형,LC,HW,Network congestion,없음,"2024-02-11 14:53:59 - 조치: 온도 경고로 팬 모듈 교체
2024-02-11 19:53:59 - 조치: CRC 발생으로 모니터링 강화
2024-02-11 21:53:59 - 조치: CRC 발생으로 모니터링 강화
2024-02-12 15:53:59 - 조치 완료",유니트교체복구
2024-02-12 03:01:48,5G,Cisco,IBRR,Device-25,9494 Feb 12 03:01:48.000 KST MINOR: PORT #8699 Base Port 5/9 Excess internal MAC TX errors detected Set,일체형,LC,SW,System reboot,있음,"2024-02-12 13:01:48 - 조치: 인증 실패로 보안 설정 점검
2024-02-13 00:01:48 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-02-13 11:01:48 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-02-12 18:01:48 - 조치 완료",유니트교체복구
2024-02-12 16:09:37,LTE,Cisco,Clock,Device-24,"Device-24: Feb 12 16:09:37.000 shelf_mgr: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event HW_EVENT_POWERED_ON, event_reason_str 'Power up after unexpected card reset' for card 0/7",공통부,IOM,SW,Link Down,있음,"2024-02-13 00:09:37 - 조치: Power supply 이상으로 전원 모듈 교체
2024-02-13 05:09:37 - 조치: CRC 발생으로 모니터링 강화
2024-02-13 14:09:37 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-02-13 08:09:37 - 조치 완료",자동복구
2024-02-13 05:17:26,5G,Nokia,IVR,Device-11,Device-11: Feb 13 05:17:26.000 shelf_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 1/7. Reason: EPC heartbeat failure,공통부,CSM,SW,Power supply fault,없음,"2024-02-13 14:17:26 - 조치: Power supply 이상으로 전원 모듈 교체
2024-02-13 20:17:26 - 조치: Heartbeat 실패로 재부팅 실시
2024-02-13 20:17:26 - 조치 완료",자동복구
2024-02-13 18:25:15,5G,Cisco,IVC,Device-19,NodeDown,공통부,SC,SW,Packet loss,있음,"2024-02-14 04:25:15 - 조치: Link down 발생, 교체 작업 수행
2024-02-14 15:25:15 - 조치: 모듈 고장으로 원격 리셋 수행
2024-02-14 23:25:15 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-02-14 15:25:15 - 조치 완료",원격조치복구
2024-02-14 07:33:03,5G,Nokia,ROTN,Device-25,179.177.212.45 4313: LC/1/3/CPU1: Feb 14 07:33:03.000 emon_proxy: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-1 :DECLARE :CPU1: Optics1/5/5,스위칭부,Power,SW,Temperature alarm,Ring Open,"2024-02-14 18:33:03 - 조치: 온도 경고로 팬 모듈 교체
2024-02-15 02:33:03 - 조치: Power supply 이상으로 전원 모듈 교체
2024-02-15 06:33:03 - 조치 완료",양호
2024-02-14 20:40:52,5G,Ciena,ROTN,Device-13,"Device-13: Feb 14 20:40:52.000 card_mgr: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event SW_EVENT_LOG_REBOOT_REC, event_reason_str 'Power up after unexpected card reset' for card 1/7",Power,IOM,SW,Link Down,있음,"2024-02-15 03:40:52 - 조치: Heartbeat 실패로 재부팅 실시
2024-02-15 12:40:52 - 조치: CRC 발생으로 모니터링 강화
2024-02-15 15:40:52 - 조치 완료",유니트교체복구
2024-02-15 09:48:41,5G,Huawei,IVC,Device-16,NodeDown,I/O,LC,SW,Temperature alarm,Ring Open,"2024-02-15 15:48:41 - 조치: Heartbeat 실패로 재부팅 실시
2024-02-15 16:48:41 - 조치: 온도 경고로 팬 모듈 교체
2024-02-16 07:48:41 - 조치 완료",원격조치복구
2024-02-15 22:56:30,5G,Cisco,IVR,Device-24,Device-24 3/7/9 CRC Error,Power,LC,SW,CRC,Ring Open,"2024-02-16 00:56:30 - 조치: Link down 발생, 교체 작업 수행
2024-02-16 07:56:30 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-02-16 18:56:30 - 조치 완료",원격조치복구
2024-02-16 12:04:19,5G,Huawei,L3SW,Device-05,Network element does not respond to SNMP requests,광모듈,Power,HW,Authentication failure,있음,"2024-02-16 18:04:19 - 조치: Power supply 이상으로 전원 모듈 교체
2024-02-17 04:04:19 - 조치: CRC 발생으로 모니터링 강화
2024-02-17 07:04:19 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-02-17 08:04:19 - 조치 완료",자동복구
2024-02-17 01:12:08,5G,Huawei,L3SW,Device-10,3430 Feb 17 01:12:08.000 KST MINOR: PORT #6557 Base Port 6/3 Excess internal MAC TX errors detected Set,일체형,IOM,SW,Temperature alarm,있음,"2024-02-17 08:12:08 - 조치: Link down 발생, 교체 작업 수행
2024-02-17 14:12:08 - 조치: CRC 발생으로 모니터링 강화
2024-02-17 19:12:08 - 조치 완료",자동복구
2024-02-17 14:19:57,LTE,Nokia,IVC,Device-15,"Device-15: Feb 17 14:19:57.000 optics_driver: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event SW_EVENT_LOG_REBOOT_REC, event_reason_str 'Power up after unexpected card reset' for card 6/0",제어부,FAN,SW,Heartbeat failure,있음,"2024-02-17 15:19:57 - 조치: 모듈 고장으로 원격 리셋 수행
2024-02-18 02:19:57 - 조치: Heartbeat 실패로 재부팅 실시
2024-02-18 09:19:57 - 조치 완료",유니트교체복구
2024-02-18 03:27:46,LTE,Huawei,IBRR,Device-03,NodeDown,제어부,SFP,SW,Heartbeat failure,없음,"2024-02-18 08:27:46 - 조치: CRC 발생으로 모니터링 강화
2024-02-18 15:27:46 - 조치: 모듈 고장으로 원격 리셋 수행
2024-02-18 22:27:46 - 조치 완료",자동복구
2024-02-18 16:35:35,LTE,Nokia,ROTN,Device-19,Device-19: Feb 18 16:35:35.000 emon_proxy: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 2/5. Reason: EPC heartbeat failure,I/O,FAN,HW,System reboot,없음,"2024-02-18 18:35:35 - 조치: Heartbeat 실패로 재부팅 실시
2024-02-18 23:35:35 - 조치: 온도 경고로 팬 모듈 교체
2024-02-19 06:35:35 - 조치 완료",원격조치복구
2024-02-19 05:43:24,5G,Huawei,IVRR,Device-11,219.101.172.51 1694: LC/3/0/CPU2: Feb 19 05:43:24.000 shelf_mgr: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-2 :DECLARE :CPU1: Optics6/7/7,광모듈,LC,SW,Network congestion,Ring Open,"2024-02-19 13:43:24 - 조치: 모듈 고장으로 원격 리셋 수행
2024-02-19 18:43:24 - 조치: 인증 실패로 보안 설정 점검
2024-02-20 00:43:24 - 조치: 모듈 고장으로 원격 리셋 수행
2024-02-19 22:43:24 - 조치 완료",양호
2024-02-19 18:51:13,5G,Huawei,IVRR,Device-30,Device-30: Feb 19 18:51:13.000 shelf_mgr: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 2/4 reporting a machine check error condition. Card will be auto reset to recover from this failure.,제어부,CSM,SW,Heartbeat failure,없음,"2024-02-19 21:51:13 - 조치: 인증 실패로 보안 설정 점검
2024-02-20 03:51:13 - 조치: Link down 발생, 교체 작업 수행
2024-02-20 05:51:13 - 조치 완료",원격조치복구
2024-02-20 07:59:02,LTE,Nokia,Clock,Device-21,Device-21: Feb 20 07:59:02.000 emon_proxy: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 1/5. Reason: EOBC heartbeat failure,공통부,CSM,SW,Network congestion,없음,"2024-02-20 15:59:02 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-02-20 22:59:02 - 조치: Power supply 이상으로 전원 모듈 교체
2024-02-21 02:59:02 - 조치 완료",유니트교체복구
2024-02-20 21:06:51,5G,Nokia,L3SW,Device-30,80.169.148.202 2297: LC/0/3/CPU3: Feb 20 21:06:51.000 optics_driver: %PKT_INFRA-FM-3-FAULT_MAJOR : ALARM_MAJOR :OPTICS TX FAULT LANE-2 :DECLARE :CPU1: Optics5/1/7,제어부,CSM,SW,Temperature alarm,있음,"2024-02-20 23:06:51 - 조치: Power supply 이상으로 전원 모듈 교체
2024-02-21 07:06:51 - 조치: CRC 발생으로 모니터링 강화
2024-02-21 19:06:51 - 조치 완료",유니트교체복구
2024-02-21 10:14:40,5G,Ciena,IVR,Device-20,Network element does not respond to SNMP requests,I/O,Power,SW,Network congestion,있음,"2024-02-21 14:14:40 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-02-21 18:14:40 - 조치: Link down 발생, 교체 작업 수행
2024-02-21 12:14:40 - 조치 완료",유니트교체복구
2024-02-21 23:22:29,5G,Cisco,IVC,Device-22,"Device-22: Feb 21 23:22:29.000 optics_driver: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event SW_EVENT_LOG_REBOOT_REC, event_reason_str 'Power up after unexpected card reset' for card 0/0",일체형,SFP,SW,Heartbeat failure,Ring Open,"2024-02-22 10:22:29 - 조치: CRC 발생으로 모니터링 강화
2024-02-22 14:22:29 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-02-22 04:22:29 - 조치 완료",양호
2024-02-22 12:30:18,LTE,Ciena,L3SW,Device-21,"Device-21: Feb 22 12:30:18.000 shelf_mgr: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event SW_EVENT_LOG_REBOOT_REC, event_reason_str 'Warm reset to recover from CPU machine check error condition' for card 3/1",일체형,Power,SW,CRC,Ring Open,"2024-02-22 21:30:18 - 조치: 모듈 고장으로 원격 리셋 수행
2024-02-23 08:30:18 - 조치: 모듈 고장으로 원격 리셋 수행
2024-02-23 00:30:18 - 조치 완료",자동복구
2024-02-23 01:38:06,5G,Nokia,IVR,Device-16,NodeDown,일체형,Power,SW,Authentication failure,있음,"2024-02-23 08:38:06 - 조치: Heartbeat 실패로 재부팅 실시
2024-02-23 16:38:06 - 조치: CRC 발생으로 모니터링 강화
2024-02-23 17:38:06 - 조치 완료",유니트교체복구
2024-02-23 14:45:55,LTE,Cisco,Clock,Device-30,"Device-30: Feb 23 14:45:55.000 shelf_mgr: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event SW_EVENT_LOG_REBOOT_REC, event_reason_str 'Power up after unexpected card reset' for card 7/5",제어부,IOM,SW,Module failure,Ring Open,"2024-02-23 21:45:55 - 조치: Heartbeat 실패로 재부팅 실시
2024-02-24 02:45:55 - 조치: 인증 실패로 보안 설정 점검
2024-02-24 04:45:55 - 조치 완료",원격조치복구
2024-02-24 03:53:44,5G,Ciena,IVR,Device-25,"Device-25: Feb 24 03:53:44.000 card_mgr: %INFRA- SHELF_MGR-6-SW_EVENT : Rcvd SW event SW_EVENT_LOG_REBOOT_REC, event_reason_str 'Power up after unexpected card reset' for card 4/1",광모듈,SFP,HW,Network congestion,Ring Open,"2024-02-24 10:53:44 - 조치: Power supply 이상으로 전원 모듈 교체
2024-02-24 18:53:44 - 조치: Heartbeat 실패로 재부팅 실시
2024-02-25 11:53:44 - 조치 완료",양호
2024-02-24 17:01:33,LTE,Ciena,Clock,Device-13,Device-13: Feb 24 17:01:33.000 card_mgr: %DRIVER- CARD_MGR-3-CPU_MCERR : CPU on 6/1 reporting a machine check error condition. Card will be auto reset to recover from this failure.,광모듈,IOM,SW,Authentication failure,있음,"2024-02-24 23:01:33 - 조치: 모듈 고장으로 원격 리셋 수행
2024-02-25 08:01:33 - 조치: 패킷 손실 발생, 라우팅 경로 수정
2024-02-25 09:01:33 - 조치 완료",유니트교체복구
2024-02-25 06:09:22,5G,Cisco,IBRR,Device-27,1845 Feb 25 06:09:22.000 KST MINOR: PORT #2628 Base Port 8/3 Excess internal MAC TX errors detected Set,Power,LC,SW,Power supply fault,Ring Open,"2024-02-25 17:09:22 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-02-25 19:09:22 - 조치: CRC 발생으로 모니터링 강화
2024-02-26 02:09:22 - 조치 완료",원격조치복구
2024-02-25 19:17:11,5G,Nokia,IBR,Device-18,Device-18: Feb 25 19:17:11.000 card_mgr: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 6/7. Reason: EPC heartbeat failure,일체형,Power,SW,Authentication failure,있음,"2024-02-25 22:17:11 - 조치: Link down 발생, 교체 작업 수행
2024-02-26 02:17:11 - 조치: Heartbeat 실패로 재부팅 실시
2024-02-26 04:17:11 - 조치: CRC 발생으로 모니터링 강화
2024-02-26 01:17:11 - 조치 완료",유니트교체복구
2024-02-26 08:25:00,5G,Huawei,IVRR,Device-05,8765 Feb 26 08:25:00.000 KST MINOR: PORT #1230 Base Port 1/7 Excess internal MAC TX errors detected Set,Power,CSM,SW,System reboot,없음,"2024-02-26 12:25:00 - 조치: Link down 발생, 교체 작업 수행
2024-02-26 16:25:00 - 조치: 모듈 고장으로 원격 리셋 수행
2024-02-26 20:25:00 - 조치 완료",양호
2024-02-26 21:32:49,LTE,Cisco,ROTN,Device-22,2640 Feb 26 21:32:49.000 KST MINOR: PORT #9244 Base Port 6/2 Excess internal MAC TX errors detected Set,공통부,SFP,HW,Heartbeat failure,있음,"2024-02-27 06:32:49 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-02-27 12:32:49 - 조치: 인증 실패로 보안 설정 점검
2024-02-27 10:32:49 - 조치 완료",유니트교체복구
2024-02-27 10:40:38,5G,Ciena,IBRR,Device-08,4368 Feb 27 10:40:38.000 KST MINOR: PORT #4733 Base Port 3/6 Excess internal MAC TX errors detected Set,스위칭부,LC,HW,Link Down,Ring Open,"2024-02-27 13:40:38 - 조치: 네트워크 혼잡으로 트래픽 분산 조치
2024-02-27 22:40:38 - 조치: 인증 실패로 보안 설정 점검
2024-02-28 12:40:38 - 조치 완료",원격조치복구
2024-02-27 23:48:27,LTE,Cisco,IVC,Device-25,Device-25: Feb 27 23:48:27.000 emon_proxy: %INFRA- SHELF_MGR-3-FAULT_ACTION_CARD_RELOAD : Graceful reload requested for card 1/0. Reason: EOBC heartbeat failure,공통부,FAN,HW,Packet loss,있음,"2024-02-28 03:48:27 - 조치: Heartbeat 실패로 재부팅 실시
2024-02-28 14:48:27 - 조치: Power supply 이상으로 전원 모듈 교체
2024-02-29 01:48:27 - 조치: 시스템 재부팅 후 정상 작동 확인
2024-02-28 10:48:27 - 조치 완료",유니트교체복구
